wl,mua (1/cm),mua (1/cm),mua (1/cm),mua (1/cm),mua (1/cm),mua (1/cm),mua (1/cm),mua (1/cm),mua (1/cm),mua (1/cm)
725.0,4.345556331233084,5.4791797219895395,3.9234690543759587,4.946982720734904,3.501381777518833,4.4147857194802675,3.0792945006617076,3.882588718225631,2.6572072238045825,3.350391716970995
726.0,4.292184668319109,5.411885016576268,3.882493023305863,4.8953172902552184,3.4728013782926173,4.378749563934169,3.063109733279371,3.8621818376131194,2.653418088266125,3.34561411129207
727.0,4.231089115229278,5.334851493115177,3.8351748890038158,4.8356552948308975,3.439260662778352,4.336459096546618,3.0433464365528895,3.8372628982623387,2.647432210327427,3.33806669997806
728.0,4.159098230282637,5.244080377312889,3.7788108529695745,4.764587597222507,3.398523475656512,4.285094817132124,3.0182360983434506,3.8056020370417416,2.637948721030388,3.326109256951359
729.0,4.080398018322647,5.144849675276381,3.7168358215370425,4.686445166285836,3.353273624751437,4.228040657295289,2.989711427965832,3.7696361483047442,2.626149231180227,3.3112316393141983
730.0,4.026839586850814,5.077319479072766,3.6758185114704944,4.634727688375841,3.324797436090175,4.192135897678916,2.973776360709855,3.7495441069819906,2.6227552853295353,3.3069523162850656
731.0,4.023935026043277,5.073657206750218,3.677038887470549,4.636266423332431,3.3301427488978215,4.198875639914644,2.9832466103250943,3.7614848564968577,2.636350471752367,3.3240940730790713
732.0,4.0441752541166665,5.099177494321014,3.6974880955528104,4.662050207436152,3.3508009369889535,4.224922920551289,3.004113778425097,3.7877956336664265,2.6574266198612406,3.350668346781564
733.0,4.055605689243904,5.113589782090139,3.7105111903483534,4.678470631308793,3.3654166914528028,4.243351480527446,3.020322192557252,3.8082323297461005,2.6752276936617023,3.3731131789647546
734.0,4.06151092138252,5.121035509569264,3.719157679635126,4.6893727264964635,3.3768044378877327,4.257709943423662,3.0344511961403393,3.8260471603508623,2.692097954392946,3.3943843772780617
735.0,4.071129129623838,5.133162815612664,3.7314569104278172,4.704880452278552,3.3917846912317966,4.276598088944438,3.052112472035776,3.848315725610326,2.7124402528397558,3.4200333622762136
736.0,4.082273677809672,5.1472146372382825,3.7456531335411603,4.722780037943202,3.4090325892726474,4.298345438648121,3.0724120450041355,3.87391083935304,2.7357915007356235,3.44947624005796
737.0,4.091940541662533,5.159403291661453,3.759176891204238,4.739831732387952,3.4264132407459433,4.32026017311445,3.093649590287649,3.9006886138409484,2.760885939829354,3.481117054567447
738.0,4.105280959677195,5.176223818723419,3.775988987503471,4.761029592939158,3.446697015329746,4.345835367154896,3.117405043156021,3.9306411413706357,2.7881130709822965,3.5154469155863737
739.0,4.13021729526203,5.207665285330385,3.802378699058948,4.794303577074325,3.4745401028558662,4.380941868818265,3.1467015066527844,3.967580160562206,2.818862910449703,3.554218452306147
740.0,4.1776011487075095,5.267410144022511,3.8474189307681073,4.851093434446743,3.5172367128287045,4.434776724870975,3.1870544948893027,4.018460015295207,2.8568722769499004,3.6021433057194394
741.0,4.253220289141133,5.362756016743168,3.916018472956096,4.937588509379425,3.5788166567710578,4.512421002015682,3.2416148405860206,4.087253494651938,2.9044130244009825,3.6620859872881946
742.0,4.339677924156427,5.471767817414625,3.9936460293815803,5.035466732698514,3.6476141346067332,4.599165647982402,3.3015822398318857,4.162864563266291,2.9555503450570395,3.7265634785501796
743.0,4.419958340067568,5.572990950519977,4.0660919339843336,5.126811568936767,3.712225527901097,4.680632187353557,3.3583591218178617,4.234452805770347,3.004492715734626,3.7882734241871368
744.0,4.501754699605344,5.676125490806739,4.139873127995053,5.219840030950284,3.7779915563847606,4.763554571093828,3.416109984774469,4.307269111237374,3.054228413164177,3.850983651380919
745.0,4.59620103706958,5.795210003261643,4.2243840243240856,5.326397248060803,3.852567011578591,4.857584492859962,3.480749998833097,4.3887717376591215,3.108932986087603,3.9199589824582812
746.0,4.703485996619657,5.930482343563915,4.319802315309455,5.446707267129312,3.9361186339992527,4.96293219069471,3.552434952689051,4.479157114260108,3.168751271378849,3.995382037825505
747.0,4.819276769697208,6.076479405270391,4.422493436622033,5.576187376610388,4.025710103546857,5.075895347950384,3.628926770471682,4.575603319290381,3.2321434373965072,4.075311290630378
748.0,4.932100127013318,6.218734942755922,4.522790517836415,5.70264891379374,4.113480908659511,5.186562884831558,3.704171299482609,4.670476855869376,3.294861690305706,4.154390826907194
749.0,5.038584454794331,6.352997790827633,4.617781310178129,5.8224199128332925,4.196978165561927,5.29184203483895,3.7761750209457254,4.761264156844609,3.3553718763295235,4.230686278850269
750.0,5.174905022058143,6.524880245203742,4.737604357572677,5.973501146504679,4.300303693087212,5.4221220478056145,3.863003028601748,4.870742949106551,3.425702364116283,4.319363850407487
751.0,5.363247212200315,6.762355180600396,4.90077124377645,6.179233307370305,4.438295275352584,5.596111434140214,3.9758193069287193,5.012989560910123,3.5133433385048534,4.429867687680032
752.0,5.530289983335524,6.972974326814356,5.046234919169405,6.362644028517945,4.562179855003285,5.752313730221533,4.078124790837166,5.141983431925122,3.594069726671047,4.531653133628711
753.0,5.607174961608662,7.069916255941354,5.116620919128364,6.451391593683589,4.626066876648066,5.832866931425822,4.135512834167769,5.214342269168056,3.644958791687472,4.595817606910289
754.0,5.638400870566394,7.109288054192408,5.148803752394039,6.491969948670744,4.6592066342216825,5.874651843149078,4.169609516049328,5.2573337376274125,3.6800123978769728,4.640015632105748
755.0,5.679969316400372,7.161700442417859,5.1892334419926325,6.542946513816797,4.698497567584893,5.924192585215733,4.207761693177153,5.30543865661467,3.7170258187694127,4.686684728013607
756.0,5.720536338480429,7.212850165910105,5.228413094728443,6.592346945527166,4.736289850976457,5.971843725144226,4.24416660722447,5.351340504761287,3.752043363472484,4.730837284378349
757.0,5.739200482310409,7.236383216826167,5.248968429220409,6.618264541190951,4.758736376130409,6.000145865555734,4.2685043230404105,5.382027189920517,3.7782722699504117,4.763908514285301
758.0,5.744175884752045,7.242656550339535,5.257962527567964,6.629604926063953,4.771749170383882,6.016553301788372,4.2855358131998,5.403501677512791,3.799322456015718,4.790450053237209
759.0,5.745633601943137,7.244494541580476,5.264079026072275,6.637317032873737,4.782524450201412,6.030139524166996,4.30096987433055,5.422962015460257,3.8194152984596874,4.815784506753518
760.0,5.732456775767849,7.227880282489895,5.258046414360973,6.629710696368183,4.7836360529540976,6.03154111024647,4.309225691547223,5.433371524124759,3.834815330140348,4.835201938003046
761.0,5.693351480872076,7.178573606316965,5.230399283440096,6.594851270424467,4.767447086008115,6.011128934531969,4.304494888576134,5.427406598639473,3.8415426911441535,4.843684262746976
762.0,5.637603437202256,7.1082825947332795,5.188851776502821,6.5424652834165995,4.740100115803385,5.976647972099919,4.2913484551039485,5.410830660783239,3.8425967944045123,4.845013349466559
763.0,5.5774972845486435,7.032496576170029,5.143648555316867,6.4854699175734405,4.70979982608509,5.938443258976852,4.275951096853314,5.391416600380264,3.842102367621537,4.844389941783676
764.0,5.516733696776199,6.955881617674336,5.097976803760947,6.42788379604641,4.679219910745694,5.899885974418482,4.260463017730441,5.3718881527905555,3.8417061247151887,4.843890331162628
765.0,5.456556600669044,6.880006148669664,5.052979166008566,6.371147644097755,4.649401731348086,5.862289139525847,4.245824296687608,5.35343063495394,3.842246862027128,4.844572130382031
766.0,5.396966900613211,6.804871309468831,5.008677605301397,6.315289154510458,4.6203883099895835,5.825706999552083,4.23209901467777,5.336124844593709,3.8438097193659564,4.846542689635336
767.0,5.3376538410091765,6.730085277794179,4.964791951406483,6.259955069164697,4.591930061803791,5.789824860535214,4.219068172201098,5.319694651905733,3.8462062825984065,4.849564443276251
768.0,5.278303048713292,6.655251670116758,4.9209541811241735,6.204681358808739,4.563605313535054,5.75411104750072,4.206256445945934,5.3035407361927,3.848907578356816,4.85297042488468
769.0,5.218687059027572,6.580083683121721,4.876871449194942,6.149098783767535,4.535055839362311,5.718113884413348,4.19324022952968,5.287128985059161,3.85142461969705,4.856144085704975
770.0,5.158929658580815,6.504737395601897,4.832639475086483,6.0933280338046965,4.506349291592152,5.681918672007496,4.18005910809782,5.270509310210295,3.8537689246034894,4.859099948413094
771.0,5.099207352483783,6.4294353574795515,4.788429310213159,6.037584782442678,4.477651267942535,5.645734207405804,4.16687322567191,5.25388363236893,3.856095183401286,4.862033057332056
772.0,5.0395562684483375,6.354223121087034,4.744324769048794,5.981974708800653,4.44909326964925,5.609726296514271,4.153861770249707,5.23747788422789,3.8586302708501625,4.865229471941509
773.0,4.979941312124751,6.27905643702686,4.700304042358254,5.926470314277798,4.420666772591756,5.573884191528736,4.141029502825258,5.221298068779673,3.861392233058761,4.868711946030611
774.0,4.92018287831586,6.20370884657217,4.656010063011104,5.870621383796609,4.391837247706348,5.537533921021046,4.127664432401592,5.204446458245485,3.863491617096836,4.871358995469923
775.0,4.859850846871945,6.127638024316799,4.610866525986195,5.813701271895637,4.361882205100445,5.499764519474473,4.112897884214694,5.1858277670533095,3.8639135633289436,4.871891014632146
776.0,4.797657548680501,6.049220387466718,4.563755432594812,5.7543003280543275,4.329853316509123,5.459380268641937,4.095951200423434,5.164460209229547,3.862049084337745,4.869540149817157
777.0,4.733639891291529,5.968502471628449,4.514750771745646,5.692511842635815,4.295861652199763,5.41652121364318,4.076972532653881,5.140530584650545,3.858083413107998,4.864539955657911
778.0,4.67399063786784,5.89329254339858,4.469236176404568,5.635123874597062,4.264481714941295,5.376955205795545,4.059727253478022,5.118786536994026,3.8549727920147494,4.860617868192509
779.0,4.623865230890031,5.830090943296126,4.431716953249474,5.587817028010206,4.239568675608917,5.345543112724286,4.04742039796836,5.103269197438367,3.855272120327803,4.860995282152447
780.0,4.57811397449704,5.772404576539746,4.397875459749207,5.545147318814217,4.217636945001374,5.317890061088688,4.037398430253541,5.090632803363159,3.857159915505707,4.863375545637631
781.0,4.530686803173222,5.712605099653192,4.362611141159643,5.500683612766506,4.194535479146063,5.288762125879819,4.026459817132484,5.076840638993132,3.8583841551189053,4.864919152106445
782.0,4.48223731112624,5.651516609680911,4.326514743093846,5.45517076303137,4.170792175061453,5.2588249163818315,4.0150696070290595,5.062479069732291,3.859347038996666,4.866133223082752
783.0,4.434441413286919,5.591252216753072,4.291009090641114,5.4104027664605345,4.147576767995308,5.229553316167997,4.004144445349502,5.048703865875459,3.8607121227036965,4.867854415582922
784.0,4.38636064775544,5.530628642822077,4.255154026438486,5.365194207248525,4.123947405121532,5.199759771674975,3.9927407838045776,5.034325336101423,3.8615341624876236,4.868890900527873
785.0,4.337045925995742,5.468449211038108,4.2179894369624025,5.318334507474333,4.098932947929063,5.168219803910557,3.979876458895724,5.018105100346782,3.8608199698623844,4.867990396783005
786.0,4.288120029757478,5.406760037520298,4.180838366499174,5.271491853412001,4.073556703240869,5.136223669303703,3.9662750399825635,5.000955485195406,3.858993376724259,4.8656873010871085
787.0,4.241630221030682,5.348142452603904,4.145441849850103,5.226861462854478,4.049253478669525,5.105580473105052,3.953065107488946,4.984299483355627,3.8568767363083674,4.8630184936062015
788.0,4.198749812481192,5.2940758505197625,4.112929726066606,5.185867915475285,4.0271096396520205,5.077659980430807,3.941289553237435,4.96945204538633,3.855469466822849,4.861244110341852
789.0,4.159836669990076,5.2450114534657475,4.0837526131914705,5.149079381850115,4.007668556392866,5.053147310234483,3.9315844995942606,4.957215238618851,3.8555004427956554,4.861283167003218
790.0,4.122860821623511,5.198389731612251,4.056255440982876,5.114409034282756,3.9896500603422425,5.030428336953261,3.923044679701608,4.946447639623766,3.856439299060974,4.8624669422942715
791.0,4.085540154625445,5.151333238440778,4.028507492951064,5.079422491112211,3.9714748312766828,5.007511743783644,3.9144421696023013,4.935600996455076,3.8574095079279203,4.863690249126508
792.0,4.046971830765829,5.10270361270474,3.9995811558991465,5.042950153090228,3.9521904810324644,4.9831966934757155,3.904799806165782,4.923443233861202,3.8574091312990992,4.86368977424669
793.0,4.00750066867616,5.052935625722114,3.969727205650341,5.005308215819994,3.931953742624522,4.9576808059178745,3.8941802795987024,4.910053396015755,3.8564068165728833,4.862425986113635
794.0,3.9710828399081475,5.007017493797228,3.9429068708154165,4.971491271897699,3.914730901722686,4.935965049998169,3.886554932629955,4.90043882809864,3.8583789635372243,4.864912606199109
795.0,3.9421040364432844,4.970479002471967,3.9236067967805632,4.947156395940709,3.905109557117842,4.923833789409453,3.8866123174551213,4.900511182878196,3.8681150777924,4.8771885763469385
796.0,3.923056679061995,4.94646276925208,3.9147048432460982,4.9359321936581235,3.9063530074302015,4.925401618064167,3.898001171614305,4.91487104247021,3.889649335798408,4.904340466876254
797.0,3.913497014057036,4.9344092785936535,3.91582345053474,4.937342611543802,3.9181498870124445,4.940275944493951,3.9204763234901483,4.9432092774441,3.9228027599678525,4.946142610394249
798.0,3.903129860971558,4.921337650790225,3.9151721671446795,4.936521428138944,3.9272144733178016,4.951705205487663,3.9392567794909237,4.966888982836381,3.9512990856640453,4.982072760185101
799.0,3.8830102199432313,4.895969407754508,3.902608103709265,4.920679782937769,3.922205987475299,4.945390158121029,3.9418038712413326,4.970100533304288,3.9614017550073655,4.994810908487548
800.0,3.859445240237411,4.866257042038473,3.8859915112269956,4.899728427199255,3.9125377822165808,4.933199812360036,3.939084053206166,4.966671197520817,3.965630324195751,5.000142582681598
801.0,3.8410256305515023,4.843032316782329,3.875364121035262,4.886328674348809,3.9097026115190214,4.929625031915288,3.9440411020027812,4.972921389481767,3.9783795924865406,5.0162177470482465
802.0,3.8302241881834465,4.829413106839997,3.871490445461866,4.8814444747127865,3.9127567027402854,4.933475842585577,3.9540229600187056,4.985507210458367,3.995289217297125,5.037538578331157
803.0,3.8268279170339357,4.825130851912354,3.8724095120588897,4.882603297813382,3.917991107083843,4.940075743714411,3.963572702108797,4.99754818961544,4.009154297133751,5.055020635516468
804.0,3.8259985588141365,4.824085139374345,3.8745356282851127,4.885284053055141,3.923072697756089,4.946482966735937,3.971609767227065,5.007681880416733,4.02014683669804,5.068880794097528
805.0,3.8234405880945745,4.820859871945332,3.87525701467157,4.886193627194588,3.9270734412485657,4.951527382443843,3.9788898678255618,5.016861137693099,4.030706294402558,5.082194892942354
806.0,3.821654673072734,4.818608066048229,3.877482264131616,4.888999376513775,3.9333098551904966,4.959390686979321,3.9891374462493783,5.029781997444867,4.044965037308259,5.1001733079104135
807.0,3.8233544073430297,4.820751209258601,3.8838473328733265,4.897024897970715,3.9443402584036242,4.973298586682829,4.004833183933921,5.049572275394943,4.065326109464218,5.125845964107056
808.0,3.8253088924606304,4.8232155600590545,3.8903772579013696,4.905258281701726,3.9554456233421087,4.987301003344397,4.020513988782847,5.069343724987068,4.085582354223586,5.151386446629738
809.0,3.824165517552006,4.821773913435138,3.8930430852829145,4.9086195423132395,3.9619206530138227,4.995465171191341,4.030798220744731,5.082310800069443,4.09967578847564,5.169156428947545
810.0,3.8220293140680655,4.8190804394771245,3.89421081653857,4.910091899113848,3.966392319009074,5.001103358750571,4.038573821479579,5.092114818387294,4.110755323950084,5.183126278024018
811.0,3.821574878707825,4.81850745576204,3.896981421086055,4.913585270065026,3.9723879634642856,5.008663084368012,4.047794505842516,5.103740898670998,4.1232010482207455,5.198818712973984
812.0,3.8222974268382908,4.819418494709149,3.9010007844780956,4.9186531630375985,3.979704142117901,5.017887831366048,4.058407499757706,5.117122499694498,4.137110857397511,5.216357168022948
813.0,3.8229586517311094,4.820252213052269,3.9050355845856513,4.9237405196949515,3.9871125174401927,5.027228826337634,4.0691894502947346,5.130717132980317,4.1512663831492755,5.2342054396230004
814.0,3.822565539608516,4.819756549941172,3.907790752417622,4.927214426961349,3.993015965226727,5.034672303981525,4.0782411780358325,5.142130181001702,4.163466390844938,5.249588058021879
815.0,3.820967635442715,4.81774180121038,3.9089922876127363,4.928729406120406,3.9970169397827577,5.039717011030433,4.08504159195278,5.150704615940461,4.173066244122801,5.261692220850487
816.0,3.821139426255207,4.817958407017436,3.9125122111911024,4.933167570632259,4.003884996126997,5.048376734247083,4.095257781062892,5.163585897861907,4.186630565998787,5.278795061476731
817.0,3.8258616738406412,4.82391254527733,3.9218741179788754,4.944971713973365,4.017886562117109,5.0660308826693985,4.113899006255344,5.187090051365432,4.2099114503935775,5.308149220061467
818.0,3.8340152970369616,4.8341932006118205,3.935061876645039,4.961599757508962,4.036108456253117,5.089006314406103,4.137155035861194,5.216412871303245,4.238201615469272,5.343819428200385
819.0,3.8439166764834587,4.846677548609579,3.9493612709780344,4.979629428624477,4.05480586547261,5.112581308639378,4.160250459967185,5.245533188654276,4.2656950544617604,5.3784850686691765
820.0,3.8555238829815073,4.861312722020161,3.964805471401302,4.999102550897293,4.074087059821098,5.136892379774427,4.183368648240893,5.2746822086515595,4.292650236660688,5.412472037528693
821.0,3.868966480187906,4.878262083715185,3.981847275503826,5.020590043026563,4.094728070819746,5.162918002337941,4.207608866135668,5.3052459616493195,4.320489661451587,5.447573920960696
822.0,3.8834183130190754,4.896483959893617,3.9998706029017512,5.0433151080065555,4.116322892784427,5.190146256119495,4.232775182667103,5.336977404232433,4.349227472549778,5.483808552345373
823.0,3.897857003324806,4.91468926506171,4.017955360380939,5.066117628306401,4.138053717437072,5.21754599155109,4.258152074493204,5.368974354795779,4.378250431549338,5.520402718040468
824.0,3.9114309994287373,4.931804303627538,4.035034281378945,5.087651919999539,4.158637563329152,5.243499536371539,4.282240845279359,5.399347152743539,4.4058441272295665,5.55519476911554
825.0,3.9234639570900542,4.9469762937222415,4.050184077356688,5.106753836667128,4.176904197623322,5.2665313796120135,4.303624317889955,5.426308922556899,4.430344438156589,5.5860864655017854
826.0,3.9338095353362617,4.96002071846746,4.063204545216839,5.123170948316883,4.1925995550974156,5.286321178166306,4.3219945649779925,5.449471408015729,4.4513895748585695,5.612621637865153
827.0,3.9426297990774644,4.971141920575933,4.074301093064022,5.137162247776375,4.20597238705058,5.303182574976819,4.337643681037139,5.469202902177261,4.469314975023696,5.635223229377704
828.0,3.9507904334858353,4.981431416134313,4.084578488368922,5.150120702726031,4.218366543252008,5.318809989317749,4.352154598135095,5.487499275909467,4.485942653018181,5.656188562501185
829.0,3.9591272663001247,4.991943074900157,4.095098792686686,5.163385434257126,4.231070319073247,5.334827793614094,4.3670418454598074,5.506270152971062,4.503013371846369,5.67771251232803
830.0,3.9676530752633155,5.002693007940702,4.105853884544261,5.176946202251459,4.2440546938252055,5.351199396562216,4.382255503106151,5.525452590872973,4.520456312387096,5.69970578518373
831.0,3.9761916619694873,5.013459052048484,4.11660085492878,5.190496730127592,4.257010047888073,5.367534408206701,4.397419240847366,5.54457208628581,4.53782843380666,5.721609764364919
832.0,3.984633973412889,5.024103705607555,4.127227827696344,5.203895956660607,4.269821681979798,5.383688207713659,4.412415536263254,5.56348045876671,4.555009390546708,5.743272709819762
833.0,3.992967231850539,5.03461085755068,4.137742924320005,5.217154121968702,4.282518616789471,5.399697386386724,4.4272943092589365,5.582240650804747,4.572070001728403,5.764783915222769
834.0,4.001496615190369,5.045365297413944,4.148503223871683,5.230721456186034,4.295509832552996,5.416077614958125,4.442516441234309,5.601433773730216,4.5895230499156225,5.786789932502306
835.0,4.010528172657062,5.056752913350208,4.159866847768942,5.245049503708666,4.309205522880823,5.433346094067123,4.458544197992703,5.621642684425581,4.607882873104582,5.809939274784039
836.0,4.0200534830913845,5.068763087376093,4.171847129213068,5.2601550759643025,4.323640775334751,5.4515470645525115,4.475434421456434,5.64293905314072,4.627228067578118,5.83433104172893
837.0,4.029964364804335,5.081259416492422,4.184333234405803,5.275898425989925,4.338702104007272,5.4705374354874285,4.49307097360874,5.665176444984932,4.647439843210208,5.859815454482436
838.0,4.040068064371747,5.093998863773072,4.19706244976701,5.291948306227968,4.354056835162272,5.489897748682864,4.511051220557534,5.68784719113776,4.668045605952797,5.885796633592656
839.0,4.050176006733925,5.106743660664513,4.209775196821742,5.307977422079587,4.369374386909557,5.509211183494659,4.528973576997374,5.710444944909732,4.688572767085191,5.911678706324805
840.0,4.060200902024203,5.1193837460305165,4.222376317297695,5.323865791375354,4.384551732571188,5.528347836720193,4.54672714784468,5.732829882065031,4.708902563118173,5.93731192740987
841.0,4.070138507447815,5.131913770260289,4.234882279501346,5.339634178501698,4.399626051554877,5.547354586743107,4.564369823608409,5.755074994984517,4.72911359566194,5.9627954032259245
842.0,4.080215483304566,5.1446195224274955,4.247591637851638,5.3556590216390205,4.414967792398709,5.566698520850546,4.582343946945781,5.777738020062071,4.749720101492853,5.988777519273596
843.0,4.090474773321583,5.15755514897069,4.260562595504591,5.372013707375352,4.430650417687598,5.5864722657800145,4.600738239870606,5.800930824184676,4.770826062053613,6.015389382589338
844.0,4.099993551840743,5.169557087103544,4.272609864452091,5.387203742135244,4.445226177063439,5.6048503971669446,4.617842489674787,5.822497052198645,4.790458802286136,6.040143707230344
845.0,4.107786737779543,5.179383278069859,4.28247454592473,5.3996418187746595,4.457162354069917,5.619900359479461,4.631850162215104,5.840158900184261,4.80653797036029,6.060417440889061
846.0,4.113585997743248,5.186695388458878,4.289846789272083,5.408937256038714,4.466107580800918,5.631179123618549,4.642368372329753,5.8534209911983845,4.8186291638585885,6.07566285877822
847.0,4.117540954560771,5.191682073141841,4.294939219779707,5.41535814667876,4.4723374849986435,5.639034220215679,4.6497357502175785,5.862710293752599,4.827134015436514,6.086386367289517
848.0,4.120756308267895,5.195736214772563,4.299105318358125,5.420611053581983,4.477454328448355,5.645485892391403,4.655803338538584,5.870360731200824,4.834152348628814,6.095235570010243
849.0,4.1242883771350805,5.200189692909449,4.303639916752415,5.4263285906878265,4.482991456369749,5.652467488466205,4.662342995987084,5.8786063862445825,4.841694535604417,6.104745284022961
850.0,4.128044875164637,5.204926146946715,4.3084623944209115,5.432409106008975,4.488879913677187,5.659892065071235,4.669297432933462,5.887375024133495,4.849714952189737,6.114857983195755
851.0,4.1317090871965005,5.209546240378196,4.313204251547742,5.438387969342805,4.4946994158989835,5.667229698307414,4.676194580250225,5.896071427272023,4.857689744601467,6.124913156236633
852.0,4.135215185689283,5.2139669732604,4.317720923506953,5.4440829035522444,4.500226661324623,5.674198833844089,4.682732399142292,5.9043147641359335,4.865238136959962,6.1344306944277776
853.0,4.138655456640676,5.218304706199113,4.32209303084021,5.449595560624612,4.505530605039744,5.680886415050111,4.688968179239278,5.9121772694756105,4.872405753438811,6.143468123901109
854.0,4.142503752586024,5.223156905434552,4.32707799956974,5.455880955979236,4.511652246553455,5.688605006523921,4.6962264935371705,5.921329057068605,4.880800740520885,6.154053107613289
855.0,4.147515387832973,5.229475923789401,4.333682252779315,5.464208057852181,4.519849117725658,5.69894019191496,4.7060159826720005,5.9336723259777395,4.892182847618343,6.168404460040519
856.0,4.155189957240715,5.2391525547817706,4.343231396318336,5.4762482823144225,4.531272835395957,5.713344009847075,4.719314274473578,5.950439737379727,4.9073557135511985,6.187535464912379
857.0,4.166482197365742,5.253390596678543,4.356445781227044,5.492909898068881,4.546409365088347,5.732429199459219,4.73637294894965,5.971948500849557,4.926336532810952,6.211467802239896
858.0,4.179423131002196,5.2697074260462475,4.371305556543443,5.511646136511297,4.563187982084689,5.753584846976347,4.7550704076259365,5.9955235574413965,4.946952833167183,6.237462267906447
859.0,4.191868022664169,5.285398811185256,4.385660213076595,5.529745486053098,4.579452403489022,5.77409216092094,4.773244593901448,6.018438835788782,4.9670367843138745,6.262785510656624
860.0,4.203892817507862,5.3005605090316505,4.399576810722036,5.54729250047561,4.595260803936211,5.794024491919569,4.790944797150385,6.040756483363529,4.98662879036456,6.287488474807487
861.0,4.216023121600777,5.315855240279241,4.413585105007195,5.564955132400375,4.611147088413612,5.814055024521511,4.808709071820029,6.063154916642645,5.006271055226446,6.31225480876378
862.0,4.228362504013527,5.331413592017055,4.42784806490063,5.5829388644399245,4.627333625787733,5.834464136862793,4.826819186674835,6.085989409285661,5.026304747561937,6.33751468170853
863.0,4.240790673450372,5.347083892611339,4.442261675390527,5.6011125472315335,4.64373267733068,5.855141201851728,4.845203679270835,6.109169856471922,5.046674681210989,6.363198511092116
864.0,4.2527139341471,5.362117569141995,4.456020772102479,5.618460973520517,4.65932761005786,5.87480437789904,4.862634448013239,6.131147782277562,5.065941285968618,6.387491186656083
865.0,4.2634525104228205,5.375657513141817,4.468235968619036,5.633862743041393,4.67301942681525,5.892067972940968,4.877802885011466,6.150273202840543,5.08258634320768,6.408478432740118
866.0,4.272455711398442,5.387009375241514,4.478382139713169,5.646655741377474,4.684308568027896,5.906302107513435,4.890234996342623,6.165948473649395,5.09616142465735,6.425594839785354
867.0,4.2797410262279,5.3961952069830055,4.486538032310392,5.656939258130494,4.693335038392885,5.917683309277985,4.9001320444753755,6.1784273604254745,5.106929050557868,6.439171411572964
868.0,4.287469579395461,5.405939904455146,4.494833620755955,5.667398913127073,4.702197662116448,5.928857921798999,4.909561703476942,6.190316930470926,5.116925744837435,6.451775939142852
869.0,4.2975664989021265,5.41867080296355,4.5051856398188015,5.680451458901967,4.7128047807354765,5.942232114840383,4.9204239216521515,6.2040127707788,5.128043062568827,6.465793426717217
870.0,4.308869291485504,5.432922150133896,4.516606638542926,5.694851848597603,4.724343985600348,5.956781547061309,4.932081332657771,6.218711245525015,5.1398186797151935,6.480640943988722
871.0,4.3198373854111445,5.446751485953181,4.527730015148256,5.708876975621713,4.7356226448853675,5.971002465290246,4.94351527462248,6.2331279549587775,5.1514079043595915,6.495253444627311
872.0,4.330505516319732,5.460202607533574,4.538576750283386,5.722553293835572,4.74664798424704,5.984903980137571,4.954719218210693,6.247254666439569,5.162790452174347,6.509605352741567
873.0,4.34123794696203,5.473734802691255,4.549469102811299,5.736287129631638,4.757700258660568,5.99883945657202,4.9659314145098366,6.261391783512401,5.174162570359105,6.523944110452783
874.0,4.35214174115396,5.4874830649332536,4.560546862023845,5.750254739073544,4.76895198289373,6.013026413213833,4.977357103763616,6.275798087354123,5.185762224633501,6.538569761494414
875.0,4.363251097271274,5.501490513950737,4.5718875331650715,5.764553846164655,4.780523969058868,6.0276171783785735,4.989160404952665,6.290680510592491,5.197796840846462,6.553743842806409
